pmid,sentence,label
15028328,We present a case of stroke after PPA ingestion that occurred 4 months after the recall in an 8-year-old boy on chronic peritoneal dialysis.,1
8807512,This study reports Mycobacterium bovis (BCG strain) dissemination in four primary immunodeficient (PID) patients.,0
10482872,Apparent cyclophosphamide (cytoxan) embryopathy: a distinct phenotype?,1
7696938,Correction of serum electrolyte imbalance prevents cardiac arrhythmia during amphotericin B administration.,1
7639655,SETTING: A neuro-ophthalmology referral center.,0
17116532,Anorexia in a 14-year-old girl: why won't she eat?,0
8996514,BACKGROUND: Large cerebral infarction is a rare complication of neurocysticercosis.,0
16459502,We report the first case of a tuberculous cutaneous lesion in a patient receiving the above treatment.,0
2656809,A 61-year-old Japanese man with chronic myelogenous leukemia developed pityriasis lichenoides-like eruptions during chemotherapy.,0
9719245,"Excluding other causes, Pentasa-associated pancytopenia was considered.",1
3749451,"One had cutaneous anergy in vivo and profound reduction on mononuclear cell proliferative and interferon responses to tuberculoprotein (PPD) in vitro; the other patient, who died two weeks after starting treatment, had relatively normal values for these measures of cell-mediated immunity.",0
6804171,"Thus, an increase in lactate concentration of the magnitude observed during alkali therapy need not indicate a worsening of the metabolic picture in lactic acidosis.",0
17697264,"Here we describe another case of VOD occurring after LT, but in which the causative role was played by azathioprine.",1
6142995,SCE analysis may provide a method for detecting patients at risk from oncogenic effects of cytotoxic drugs.,0
1592841,RESULTS: Both patients experienced a previously unreported side effect--falling backward--associated with bupropion use.,1
15694139,Thalidomide neuropathy in childhood.,1
12773807,Disseminated cellulitic cryptococcosis in the setting of prednisone monotherapy for pemphigus vulgaris.,1
95811,"The course of this patient's renal disease contrasts sharply with diffuse proliferative glomerulonephritis of idiopathic systemic lupus, and suggests that this rare complication of procainamide therapy may have a favorable course.",0
10071162,METHODS: The human leukocyte antigen (HLA) typing of peripheral leukocytes was studied by lymphocytotoxicity technique.,0
7661076,"In three other patients, adenosine was associated with prolonged bradyasystole and hypotension.",0
12841813,DISCUSSION: This case shows that a clinically significant interaction between bosentan and warfarin may exist.,0
15304176,New lesions gradually spread to the arms and trunk (Fig. 1).,0
8075276,We also review the literature describing the spectrum of clinical findings due to intraocular blastomycosis.,0
11499912,"Clinicians should be aware of this entity, as Nocardia Asteroides may need more than 5 days of culture to be isolated.",0
15663666,We report the development of scrotal ulcer in a patient with acute promyleocytic leukemia (APL) within 10 days of treatment with ATRA at a dose of 40 mg orally twice daily.,1
7573304,"RESULTS: The patients sought treatment ten to 20 weeks (mean, 15 weeks) postoperatively.",0
8703821,"With the increasing use of chemotherapy for many different primary malignancies, secondary or therapy-related acute myeloid leukaemias (AML) and myelodysplastic syndromes (MDS) are becoming more common.",0
14522628,"Numerous studies suggest that ganciclovir has clinical efficacy against cytomegalovirus disease, as well as an in vivo antiviral effect, and that this agent reduces morbidity of serious cytomegalovirus infections in immunocompromised patients.",0
11724089,This report rules out other causes of toxic epidermal necrolysis and implicates ofloxacin in what appears to be an atypical presentation of drug-induced toxic epidermal necrolysis.,1
9876812,Clinicians should be aware of the possibility that vinorelbine may cause SIADH and possibly hypokalemia.,1
15176542,One patient developed large intramural esophageal hematoma as a complication of heparin therapy.,1
9728364,Ultrastructural evaluation were also performed in selected cases.,0
15512986,"RESULTS: The panuveitis and retinal periphlebitis began to resolve within one week; however, ten days after the last corticosteroid dose, the patient was hospitalized with the diagnosis of cerebral venous thrombosis.",0
2611886,A 50-year-old woman with migraine was admitted to hospital shortly after having abruptly developed hemiparesis.,0
17199845,"However, cyclosporine dependency is associated with the risk of nephrotoxicity.",1
825629,"Conversion of precursor cholecalciferol to the active form of hormone, 1,25-DHCC, requires intermediate hydroxylation by the liver.",0
6303138,A young patient experienced marked sinus tachycardia while smoking marijuana and receiving therapeutic doses of nortriptyline.,1
17880357,AIM: To report three cases of extensive skin necrosis in cirrhotic patients treated with the vasoconstrictor agent terlipressin (Glypressin).,1
16615675,"CONCLUSION: The chronic use of HCQ for rheumatic diseases, or as an anti-malarial drug, should be balanced against the risk of developing potentially lethal cardiac arrhythmias.",1
7439122,Clofibrate-induced myopathy in patients with diabetes insipidus.,1
12948306,"Shortly after a meal, symptoms are associated with hyperglycemia (early dumping), followed by late dumping symptoms associated with reactive hypoglycemia.",0
3899068,Our present study demonstrates the utility of monitoring auditory function at frequencies higher than conventionally tested in patients receiving cis-platinum.,0
15057012,These areas were subject to repeated exposure to solvents.,0
6879892,The possibility that thiocyanate level in a newborn is unreliable as indicator of sodium nitroprusside overdosage is considered.,0
16211208,"However, little has been reported about conditions surrounding the change in QT interval after the steady state is achieved that may have implications in the safety and efficacy of the drug.",0
9624385,Abscesses of the pterygopalatine fossa are extremely rare.,0
17156326,The dog was treated with a combination of systemic antifungals and weaning off immunosuppressants and made a complete recovery.,0
18343993,Life-threatening interstitial lung disease associated with trastuzumab: case report.,1
12480227,"BACKGROUND: An osteogenic sarcoma of the skull is rare, particularly as a primary tumor.",0
9161656,"Although dyspnea associated with verapamil administration has been reported, this is the first report of an elderly asymptomatic asthmatic patient with hypertension who developed an acute asthma attack following sustained-release verapamil administration.",1
2204409,Methotrexate-induced leukoencephalopathy is treatable with high-dose folinic acid: a case report and analysis of the literature.,1
10530201,Emphasis is given to the differentiation of diphenylhydantoin induced gingival hyperplasia from the angiomatous enlargement of the gingiva before any treatment is planned.,1
18252776,Management of upper gastrointestinal haemorrhage complicating dual anti-platelet therapy.,0
2309833,Insulin-dependent diabetes mellitus developed in a young woman 8 weeks after the initiation of danazol for treatment of pelvic endometriosis.,1
9375469,"Because contact dermatitis due to a topical medication was suspected, patch testing was performed after disappearance of her eruption.",0
11346113,"The major features of akinetic-rigid syndromes are bradykinesia (small, slow movements), rigidity and tremor, often summarised as ""parkinsonism"".",0
12625995,"Akathisia is a relatively rare side effect with the newer atypical antipsychotic agents, particularly clozapine, and is easily misdiagnosed in children.",1
9892272,Massive subfascial hematoma after alteplase therapy for acute myocardial infarction.,1
12214161,"Furthermore, these results also indicated that a low-dosage IV-Ig therapy is effective enough for hemostatic management for programmed surgery.",0
18335457,METHODS: Two patients underwent highly selective CDT after delayed presentation (>5 days) of flap compromise.,0
8629743,A case of sinus arrest caused by opening the mouth under general anesthesia.,0
16371793,"After intravitreal injection of triamcinolone acetonide, cataract may rapidly develop in eyes that have been intensively treated, topically and systemically, by corticosteroids for several years.",1
7577414,Nephrotic syndrome related to systemic lupus erythematosus after griseofulvin therapy.,1
10834447,Reperfusion of the transplanted heart was performed retrogradely through the coronary sinus utilizing leukocyte-depleted blood with a gradual increase in temperature.,0
17444802,Tumor-volume increase at beginning of primary treatment with topical interferon alpha 2-beta in a case of conjunctiva-cornea intraepithelial neoplasia.,1
15795553,"Therefore, clinicians should pay close attention to possible onset of RD in patients with multiple risk factors for TD, even when SDA therapy is used.",1
15935247,METHOD: Demonstration of the occurrence of agitated dysphoria after loss of response to an antidepressant following continuous administration through 7 years of euthymia; with a worsening on dose increase; and recurrence of agitation on re-exposure 1 year later; in a patient whose previous dysthymia and recurrent depressions had no recognizable manic or hypomanic features.,0
717931,Marked hyperkalemia was observed during and immediately after an infusion of arginine monohydrochloride in two patients with severe hepatic disease and moderate renal insufficiency.,1
8425973,Stanozolol causes rapid pain relief and healing of cutaneous ulcers caused by cryofibrinogenemia.,0
10458196,Apparent central nervous system depression in infants after the use of topical brimonidine.,1
12948306,"In a follow-up of 14 months, acarbose was well tolerated and the frequency of dumping symptoms was remarkably reduced.",0
7761316,Early replacement therapy is recommended when proximal renal tubular abnormalities are detected to help prevent and control the severe metabolic bone disease associated with the Fanconi syndrome.,0
12792223,A lupus-like syndrome associated with infliximab therapy.,1
8742573,CONCLUSIONS: Jet-injection devices might constitute a helpful method to treat those patients affected by severe human insulin-induced lipoatrophy.,1
15121614,Other reports are needed to establish whether such placental findings are common lesions after such therapy and to determine their impact on pregnancy outcome.,0
6484655,Two patients had ampicillin-associated seizures.,1
14621503,"In fact, this error has taken place a number of times in North America in the preceding decade.",0
19890792,"Risk factors for Zygomycosis were prolonged neutropenia, corticosteroids, and steroid induced diabetes mellitus.",0
11998794,The patient died approximately 6 months later of persistent and progressive retinoblastoma without any clinical evidence of lymphoma.,0
17112915,CASE REPORT: A patient who underwent renal transplantation because of end-stage renal disease of unknown origin was shown to have a nocardial brain abscess while she was taking immunosuppressive drugs.,0
17448102,Managing cardiovascular collapse in severe flecainide overdose without recourse to extracorporeal therapy.,1
15316423,This proved to be extensive forearm deep venous thrombosis.,0
12021883,"Although, we cannot exclude the coincidence between the two diseases we discussed suspicious relationship between the interferon treatment and the tumour progression.",0
16227832,"Eight patients developed a total of 12 episodes of sudden, massive vitritis.",0
9417174,WE from thiamine deficiency can occur as a result of cessation of MVI in the TPN infusion.,0
12240530,Lymphoma usually responds well to multiagent chemotherapy.,0
6145675,Neuroleptic malignant syndrome and neuroleptic-induced catatonia: differential diagnosis and treatment.,0
7358321,Investigations disclosed severe deficiency of all four vitamin K-dependent factors and a functional defect of platelets.,0
17039658,We report the case of a 60-year-old woman who developed erythema and erosions in the axilla and groin while on PLD for breast cancer.,1
6216028,"In two patients, no myocardial infarction occurred, as shown by a normal postoperative left ventricular angiogram.",0
12480227,The patient had been experiencing frequent headaches and tenderness at the site of the lump for about a month before being seen by the neurosurgeon.,0
14566215,The available data suggest that there is a possibility of risk of major malformations with the anticonvulsants.,0
14982976,"His clinical course was uncomplicated until postoperative day 10, when he became hemodynamically compromised despite inotropic therapy (BP 88/53 mm Hg, mean HR 80 beats/min) secondary to stage IIIa rejection.",0
15863610,Special attention should be paid when attempting to sample the endometrium in patients with mullerian abnormalities.,0
14766895,Two cases of continuous ambulatory peritoneal dialysis-associated peritonitis due to Plesiomonas shigelloides.,0
16923659,"METHOD: Case analysis of a poly-drug overdose (venlafaxine, topiramate, divalproex sodium, risperidone, and carbamazepine) presenting with mixed SS/NMS features and whose clinical management suggests a practical algorithm for treatment of undifferentiated SS/NMS in critical care settings.",1
18310984,This report describes SIADH that developed in an elderly woman with single dermatomal herpes varicella zoster ophthalmicus without evidence of varicella zoster encephalitis or dissemination.,0
8739289,"To the best of our knowledge, this is the first case of lithium-associated CDI and NDI presenting concurrently.",1
1925727,"The need for open-lung biopsy in patients with classic manifestations of LAM is also questioned, especially with the advent of high-resolution CT scanning, the nonspecificity of hormonal receptors with regard to response to therapy, and the possible need for subsequent lung transplantation.",0
18675768,"CONCLUSIONS: This is the first report of a possible interaction between propafenone and citalopram, which caused propafenone adverse effects (eg, dizziness, falls) and mimicked coronary artery disease.",1
19653965,On day 3 he was admitted and his electrocardiogram demonstrated sinus arrest with junctional escape rhythm with a rate of 42 min(-1).,0
11903249,"Dermatological signs are found in 50% of cases, and are often diagnostic.",0
8979664,Uveitis associated with rifabutin therapy: a clinical alert.,1
16463436,"It is widely used in rheumatologic diseases, and has a very high efficacy/toxicity ratio.",0
7854541,"After discontinuation of treatment with levamisole and a short course of corticosteroid therapy, the patient's condition dramatically improved.",0
8316494,Severe abdominal pain in low dosage clofazimine.,1
2406680,Sensorineural hearing loss due to quinine therapy for malaria has frequently been mentioned in the literature but has not been a subject of research during the last decades.,1
16317298,The patient's hematocrit eventually stabilized and was 30% at discharge.,0
8034807,The use of methotrexate for treatment of psoriasis in patients with HIV infection.,0
12944250,Thrombocytosis under ciprofloxacin and tazobactam/piperacillin.,1
11499912,Nocardia Asteroides was isolated from fine-needle aspiration material of the thyroid abscess.,0
11073025,"We feel that these results may be attributed to this specific growth factor combination, including ancestim, a cytokine known to act on primitive stem cells.",0
19648225,Possible mechanisms for damage to the urothelium by ketamine are suggested.,1
19390192,"Alternatively, certain viral infections could induce leukopenia.",0
788666,Gentamicin-associated acute renal failure.,1
19944662,Local ILP toxicity appeared with extensive edema and common peroneal neurologic impairment including paresis that remained severe 10 months later.,0
1182639,The first patient displayed symptoms resembling those of organic brain syndrome which was not associated with a high serum lithium level.,0
12452753,The dose of fluorouracil in the second cycle was increased to 400 mg/m(2)/d continuous infusion over 5 days.,0
17182354,Visual acuity improved and IOP was within normal limits in both eyes postoperatively.,0
15735923,"The disease rapidly evolved into acute leukemia within 1 month after the onset of MDS, and the patient died 1 month later during induction chemotherapy.",0
16527771,Phenol is a neurolytic agent that is widely used by percutaneous retrogasserian injection in the treatment of trigeminal neuralgia.,0
20098333,"Improvement and deterioration in systolic function on echocardiogram and serum B-natriuretic peptide levels were seen while receiving ATRA 1 week on and 1 week off, respectively, during the maintenance phase of therapy.",0
4044222,Amiodarone-induced dysthyroidism.,1
3339190,"She subsequently developed a classic varicella rash, sever back pain, rapidly progressive hepatic failure, pneumonitis, and encephalopathy.",0
18439117,The presence of inappropriate sexual behaviors in individuals with autistic disorder is one of the important factors disturbing their social adaptation and distressing their families and environment.,0
2461837,We report a case of hyperpigmentation due to bleomycin treatment in a patient with acquired immune deficiency syndrome (AIDS).,1
16221163,The aim of our paper was to describe hepatotoxicity of sirolimus (SRL) in a kidney graft recipient.,1
7067510,"Although the existence of an acute pericarditis or an acute myocarditis as possible causes of the ST elevation cannot be fully ruled out, the sudden onset, prominent magnitude, and brief duration of the ST elevation are perhaps more indicative of an acute ischemic event, possibly related to a transient coronary vasoconstriction induced by the dopamine infusion.",1
19465793,Retinal artery embolization during carotid angioplasty and carotid artery stenting: case report.,0
15221901,"However, special attention must be paid to patients developing early active HCMV infection under prophylaxis.",0
7199931,"A platelet autoantibody could not be detected by a radioactive platelet antiglobulin test, but autologous platelet survival data indicated a compensated thrombolytic state in the recovery period.",0
9111724,Primary cutaneous coccidioidomycosis and subsequent drug eruption to itraconazole in a dog.,1
7724306,"RESULTS: At our institution, no children appeared with acute INH neurotoxicity in the period 1985 through 1990, whereas seven patients were treated from 1991 through 1993.",1
15013892,RESULTS: A patient developed a bilaterally symmetric bull's-eye maculopathy 45 years after taking quinacrine for 18 months as prophylaxis against malaria.,1
10579985,We describe the implications of these cases for the use of immunomodulatory therapy in CD and the questionable association between CD and lymphoma.,0
8031432,Recurrent hypotension immediately after seizures in nortriptyline overdose.,1
18042092,"This case is remarkable since 1) ECM developed after subcutaneous and not after intramuscular injection, 2) the injection was given by the patient himself, and 3) glatiramer acetate can induce skin necrosis as a side effect.",1
15961942,"The hepatitis C infection was eradicated, but he continued to be diabetic requiring insulin therapy during the follow-up.",0
18362995,A short review on imatinib-related hepatotoxicity is also presented.,1
18612034,Surgical re-siting of the intrathecal catheter produced good pain relief for many months.,0
16834675,Symphysitis following transrectal biopsy of the prostate.,0
12022905,DISCUSSION: The occurrence of priapism in our patient was related to zuclopenthixol.,1
17912192,Case report.,0
15790469,BACKGROUND: Primary ovarian lymphoma is an extremely rare disease and limited count reports about it have been reported in the literature.,0
11292139,Oxaliplatin is a new platinum derivative that has significant activity in patients with metastatic colorectal carcinoma.,0
8792511,"In this report, two patients with advanced rheumatoid arthritis, who were safely and effectively treated with dapsone after failure with other second-line agents, are described and the literature is reviewed.",0
15961942,OBJECTIVE: To report the late development of immune-mediated diabetes mellitus after completion of alfa-interferon therapy for hepatitis C in an Asian patient.,1
9355063,Surgical decompression was initially considered and then deferred in favor of observation.,0
9709726,We describe children and adolescents with chronic hematologic and oncologic diseases who exhibited drug-seeking behavior or anticholinergic symptoms with the use of diphenhydramine.,1
17470071,"Since no satisfactory remission was achieved using a multi-drug chemotherapy protocol that included cyclophosphamide, vincristine, cytosine arabinoside, prednisolone, and subsequently supplemented by L-asparaginase, it was replaced by another protocol combining vincristine, L-asparaginase, prednisolone, cyclophosphamide and doxorubicin.",0
16135977,STUDY DESIGN: Case report.,0
11706664,This report describes an unexpected drug-induced hepatitis in a previously healthy young woman exposed to 2 doses of amodiaquine and artesunate.,1
10870485,A purulent exudate was aspirated from the abscesses under computed tomographic guidance.,0
16046172,Septic knee arthritis after intra-articular hyaluronate injection.,1
16102464,"Azithromycin has been shown to be beneficial in several diseases with chronic neutrophilic inflammation of the airways, such as cystic fibrosis and bronchiolitis obliterans syndrome (BOS) after lung transplantation.",0
6405633,Treatment of lithium tremor with metoprolol.,1
14729419,Our patient presents one copy of the most common mutation (CYP2C19*2) affecting the activity of the isoenzyme and probably another rare or private mutation.,0
8891729,Fatal intravascular autoimmune hemolytic anemia after fludarabine treatment for chronic lymphocytic leukemia.,1
7639655,DESIGN: Description of the clinical findings in two patients with this condition.,0
6435458,"The physiological complexities of deep-diving research are reviewed, as well as the neuropsychiatric symptoms of the high pressure nervous syndrome.",0
10785489,"This delivery system, however, carries with it an intrinsic morbidity warranting attention in the often prolonged chemotherapy regimens demanded by cancer patients.",0
17364199,She was on etanercept and methotrexate for rheumatoid arthritis.,0
2257522,"Initial laboratory studies showed severe hypophosphatemia and elevated alkaline phosphatase and serum 1,25-dihydroxyvitamin D levels.",0
15709788,"The authors describe a clinical case of cutaneous candidiasis in a dog with dermatological lesions, characterized by persistent alopecia, crusts, ulcers and scales.",0
3744305,"Idiosyncratic pulmonary reactions to nitrofurantoin are not unusual, often presenting as eosinophilic pneumonia.",1
10555917,"A 66-year-old Japanese woman with severe scleroderma developed anemia and thrombocytopenia due to D-penicillamine (D-Pen) treatment, although the leukopenia was not markedly severe.",1
14964753,Cutaneous vasculitis secondary to ramipril.,1
11109149,We describe a 57-year-old man with acral erythrocyanosis progressing to acute digital ischemia and gangrene that developed after combined chemotherapy (bleomycin and methotrexate) used to treat a metastatic squamous cell carcinoma of the hypopharynx.,1
16688722,"He experienced stiffness, myalgias, and classic rippling, which was confirmed on clinical examination.",0
10078405,With these measures PaO2 could be maintained of safe levels but PEEP and high inspired oxygen concentrations were needed postoperatively until the trachea could be extubated on the third postoperative day.,0
2302898,Diazepam abuse in pregnant women on methadone maintenance.,0
9870779,A 40-year-old man with a long standing history of rheumatoid arthritis was treated with MTX over a 6 month period and developed an overwhelming hepatic necrosis.,1
18377370,AP-ROP in an infant with minimal oxygen exposure.,0
9602881,We report a 76-year-old man who developed an acute blistering eruption following high-dose penicillin treatment for pneumococcal septicaemia.,1
1976551,Pregnancy and neonatal outcome were uneventful in both.,0
78380,"Based upon the success of three refractory cases treated by this procedure, recommendation are made for the conversion of standard compressed-air chambers into an emergency saturation mode for therapy.",0
7416268,Disulfiram encephalopathy as a cause of the catatonia syndrome.,1
8384030,"Also, concomitant therapy with antianxiety medications that may mask the symptoms of electrolyte disorders should be undertaken with caution.",0
18653821,Optimizing antithrombotic therapy in patients with non-ST-segment elevation acute coronary syndrome.,0
16336757,This unprecedented phenomenon may be due to antiretroviral therapy.,0
9737132,Pentazocine-induced fibrous myopathy and localized neuropathy.,1
19260037,"Five of the patients had D-Dimers levels measured, all were elevated.",0
8430717,METHODS: Repeated blood samples were drawn in a patient with severe acyclovir overdose who developed coma and nonoliguric renal failure.,1
14530108,Surgeons and physicians should therefore be aware of the potential for RTA to occur with FK506 after any organ transplantation.,1
3449312,Reviewing data on these patients and recent literature indicate that fatal marrow aplasia seems to occur more frequently in sero-negative women who respond well to therapy with gold salts.,0
15036175,"As a result, we identified total 11 patients with nocturia and three of those completed the 12-week study of switching dopamine agonist from bromocriptine to pergolide.",0
15507779,"However, its use has recently been limited because of adverse cutaneous and hepatic effects.",0
11191005,Fenofibrate administration is associated with a uric acid lowering effect.,0
9486706,We describe two patients with profound hypothalamic-pituitary-adrenal axis suppression resulting from the unregulated use of super potent topical corticosteroids.,0
15348990,Postoperative imaging did not disclose any intra-orbital abnormalities.,0
11332679,An infant who developed pancreatitis during meglumine antimoniate treatment for visceral leishmaniasis and who was successfully treated with a combination of allopurinol and ketoconazole is reported.,1
3663292,The child had a history of heart disease treated with digoxin.,0
18415775,The considerable improvement remained for the 36 weeks studied.,0
19461396,This report describes the case of a 58-year-old female patient with treatment-refractory schizophrenia who was successfully switched from clozapine 300 mg/day to aripiprazole 20 mg/day because of changes in consciousness.,0
18058359,"After intravenous antibiotic treatment, the infection resolved with full restoration of visual acuity and ocular motility.",0
6938373,The child developed the nephrotic syndrome at the age of 17 months.,0
15770343,"In addition, ethambutol rarely causes visual loss during the early period or when given at lower doses.",1
19266307,The two patients were finally released in good condition.,0
3359700,We describe a patient with systemic lupus erythematosus and impaired renal function probably mainly due to tubulointerstitial disease.,0
9240497,"She achieved complete remission, but one year later had a relapse in her external auditory canal without leukemic cell in the bone marrow.",0
3899068,Ototoxicity as a result of cis-platinum administration is well documented.,1
3579660,"Replicate brain magnetic resonance imaging examinations after six weeks and 11 months of penicillamine therapy documented the development of new brain lesions during this period, while liver biopsy specimen data disclosed that excellent hepatic decoppering had occurred.",1
1389744,A patient presented with dilated cardiomyopathy after many years of overusing an adrenaline inhaler.,1
20118434,METHOD: The authors followed a patient with chronic HCV who received interferon and ribavirin and who developed hallucinations ultimately requiring psychiatric hospitalization.,1
15750464,"We describe a Caucasian child who initially presented with clinical and histopathologic features consistent with inflammatory bowel disease, for whom additional investigations led to the diagnosis of severe chronic active Epstein-Barr virus infection.",0
16641839,Angioedema and maculopapular eruptions associated with carbamazepine administration.,1
589261,Doxorubicin cardiotoxicity: possible role of digoxin in its prevention.,1
20081504,"After 2 weeks, the thrombus had disappeared.",0
12677573,"At follow-up, none of the residual lines were associated with thrombus formation, and none showed any evidence of migration.",0
7937287,It is important to keep a high index of suspicion with regard to DIAN since it is usually rapidly reversible.,0
9701106,"By the fifth day, a dramatic 7-fold increase was seen in the serum theophylline level (101.6 micromol/L [18.3 microg/mL]).",0
18775393,CONCLUSION: This report describes a case of a probable interaction between topical econazole lotion 1% and acenocoumarol that resulted in overanticoagulation and a life-threatening laryngeal hematoma in this elderly patient.,1
19423476,The international literature regarding opportunistic infections after immunosuppressive therapy with alemtuzumab with particular attention on fungal infections has also been reviewed.,1
6239881,Nineteen cases of allergic contact dermatitis to compound tincture of benzoin are described.,1
7485371,PURPOSE: We studied a case of vortex keratopathy that was associated with the use of atovaquone.,1
10840527,"Risperidone appears effective in controlling agitation in patients with dementia and has a relatively benign adverse-effect profile, but more clinical trials are needed to elucidate its role for this indication.",0
16441824,"In this paper, we report a case of severe hypercalcemia of immobilization in a 40-year-old hemodialyzed woman treated by cinacalcet HCl for a severe HPTH-II (PTH>1,000 pg/mL).",1
8926752,"The liver had zolpidem present at a concentration of 4.74 microg/g, and the gastric contents had a total of 172 mg zolpidem.",0
6947095,The patients received anticoagulation therapy and recovered completely.,0
15811174,A 74-year-old hypercholestrerolaemic woman taking cerivastatin (0.15 mg/day) for 22 days complained of general muscle weakness and muscle pain.,1
2006943,This case illustrates the need for close ECG monitoring during ritodrine treatment when clinical symptoms arise.,0
11414270,"We believe that mucositis was a contributing factor to this case of fatal hyperkalemia after administration of succinylcholine, with a mechanism similar to that reported with thermal injury.",1
10759907,The temporal relationship suggests that the spinal cord infarction may be related to the use of zolmitriptan.,1
12427904,Three other patients with clinically determined ULD showed a variable response and some notable side effects during treatment with NAC.,0
2496251,The Ensure Plus was continued and adequate prothrombin times were achieved on 7.5 to 10 mg of warfarin daily.,0
15447707,Carotid artery dissection in ergotamine abuse.,0
1621023,"In addition, a 31-year-old man with obsessive-compulsive disorder developed RBD soon after starting fluoxetine therapy, which persisted at PSG study 19 months after fluoxetine discontinuation.",1
18772170,CONCLUSIONS: This novel chemotherapy regimen achieved favorable results and may be useful in treating patients with unresectable multifocal HCC resistant to TAE.,0
17000459,"Initially, National Institutes of Health Stroke Scale score was 21, and 24 hours later it improved to 9.",0
2656809,Pityriasis lichenoides-like eruption occurring during therapy for myelogenous leukemia.,0
9840249,Attention must be paid to this complication because the outcome and functional prognosis are better when pulmonary involvement is gold related: in our case steroid therapy was life-saving and induced complete recovery of the lung damage.,0
16018164,CASE REPORT: We report a case of intracerebral hemorrhage occurring in a middle-aged man who suffered from chronic sinusitis and had been ingesting pseudoephedrine daily for one year.,1
7887138,A 15-year follow-up of phenytoin-induced unilateral gingival hyperplasia: a case report.,1
11840399,"To the best of our knowledge, this is the first report of 1,25-dihydroxyvitamin D-mediated hypercalcemia caused by PCP in a renal transplant recipient.",0
9701106,"The areas under the curve for theophylline alone and theophylline with zafirlukast were 29.3 and 197 (mg x h)/L, respectively.",0
17476571,The disk diffusion method showed that this Norcardia sp. was sensitive to many antibiotics.,0
8684546,"At present, no uniformly accepted effective treatment has been described for this condition.",0
15588385,"We treated her hyperthyroidism with amiodarone (average daily dose, 200 mg) for 3 weeks, achieving rapid and persistent euthyroidism, (triiodothyronine [T(3)] levels ranged between 64 and 109 ng/dL) without side effects.",0
11722307,Agranulocytosis and granulocytopenia associated with quetiapine.,1
6408978,Intravenous diazepam exacerbated the seizures.,1
15148133,Facial soft tissue augmentation has been performed using different materials.,0
10891991,"The polycystic changes disappeared from the ovaries in 2 of the women after valproate therapy was discontinued, and the 2 women who had gained weight and developed amenorrhea while being treated with valproate lost weight and resumed menstruating after the change in medication.",1
6690265,"Postoperatively, he was started on sulindac (Clinoril) 100 mg twice a day.",0
9709726,Risk of abuse of diphenhydramine in children and adolescents with chronic illnesses.,0
16480245,RESULTS: Both patients were negative for islet cell antibodies.,0
12455453,Two boys were treated with methylprednisolone due to acute exacerbations of Crohn disease.,0
16986159,We present a depressive patient who developed mild parkinsonian signs and camptocormia after the introduction of olanzapine.,1
15944830,"BACKGROUND: Interferon (IFN)-associated retinopathy is typically characterized by retinal hemorrhages and cotton wool spots at the posterior fundus, but visual function is usually maintained.",1
9494448,All seven patients who were given an oral formulation of cyclosporine tolerated it well after a reaction to the intravenous infusion.,0
11275896,METHODS: Endoscopic retrograde cholangiography was performed to define the proximal and distal extent of intraductal tumor.,0
17356391,METHODS: The medical records of 8 neonates treated with rFVIIa (100 micro g/kg) were retrospectively reviewed for the course of hemorrhage and the hemostatic interventions performed before and up to 24 hours after the administration rFVIIa.,0
15176542,We describe two patients with Boerhaave's syndrome who presented with chest pain mimicking cardiac pain and received heparin therapy.,0
7919557,"One month after changing to fosinopril therapy, the patient reported complete resolution of the cough.",0
2081681,"Neuroleptic-induced ""painful legs and moving toes"" syndrome: successful treatment with clonazepam and baclofen.",0
16097572,"After a latent period of 4 months, he developed a progressive, severe and ultimately fatal radiation myelopathy, which we suggest was due to a synergistic interaction between the high-dose chemotherapy and the radiotherapy.",0
17399826,"We describe a case of endocarditis due to Lactococcus cremoris associated with cheese consumption, that caused multiple mycotic aneurysms.",0
6170655,This review is an in-depth report of the efficacy and safety of 1% lindane compared with the agents that have been preferred as alternative.,0
7362333,"However, they subsequently were shown to be associated with propranolol.",0
14632592,"The patient used the recommended dose regularly, and he described progressive proximal muscle weakness and generalized myalgias, which started 1 month before presentation.",0
9545161,"Administration of lamotrigine, especially in combination with valproic acid, may lead to the development of TEN.",1
1621023,"The detection rates were fluoxetine, 48.8% (20/41); tricyclics, 5.8% (3/52); RBD, 4.3% (3/70); objectively normal sleepers, 3.3% (1/30); PLM, ST/SW, 0% (0/82).",0
11951148,Development of obsessive-compulsive behaviour following cortisone treatment.,0
11039676,"This case reveals that HPS could develop after alloBMT, even when engraftment of hematopoietic cells is not confirmed.",0
9787325,PATIENTS AND METHODS: Progressive renal dysfunction developed in two adolescent black girls with high-risk ALL who underwent renal biopsies that were consistent with FSGS.,0
15609284,Philadelphia chromosome-positive acute lymphoblastic leukemia secondary to chemoradiotherapy for Ewing sarcoma.,0
11757641,"This report presents a case of acute lung injury developing within hours after administration of mefloquine for a low-level Plasmodium falciparum malaria, which was persistent despite halofantrine therapy.",1
12126225,A 75-year-old man developed bilateral lower leg edema 6 months after switching from troglitazone to pioglitazone.,1
16540070,Simple-blind oral challenge tests with amoxicillin (1 g) and cefuroxime (500 mg) were well-tolerated by both patients.,0
11485141,Histopathologic examination and direct immunofluorescence test were consistent with IgA bullous dermatosis.,0
2212262,Severe heparin associated thrombocytopenia is a rare complication of heparin therapy.,1
